date,zscore,exposure,ret,equity
2024-10-25,-0.6108060195239817,0.0,0.0,101462.64286052618
2024-10-28,-0.17334876231870075,0.0,0.0,101462.64286052618
2024-10-29,-0.3711297722856926,0.0,0.0,101462.64286052618
2024-10-30,0.7252389067199619,0.0,0.0,101462.64286052618
2024-10-31,2.6414957845187494,-0.3293148585183338,0.0,101462.64286052618
2024-11-01,1.7815218648473001,-0.32096889456304184,0.006759055354754846,102148.4344800602
2024-11-04,2.6004030924329484,-0.3185064051383035,-0.004366365264215732,101702.41710395245
2024-11-05,2.5561939227740735,-0.40255013757419733,-0.0026592033470255317,101431.96969598903
2024-11-06,3.090502859884538,-0.401140939306943,-0.009402723579483543,100478.23292281508
2024-11-07,2.6335296857761628,-0.40111726642895107,-0.00036014588476764416,100442.0461007192
2024-11-08,2.055296270536344,-0.3979863355022717,0.0029759701628309337,100740.95863300863
2024-11-11,1.8610860916802452,-0.3984751899768963,-9.340071383772022e-05,100731.54935555962
2024-11-12,1.7033908504364315,-0.3988194132828293,-8.394054794753283e-05,100723.0938941111
2024-11-13,2.0082664029612496,-0.3890142736947813,-0.006120101598031474,100106.65832621107
2024-11-14,1.7709098960625378,-0.3881910055889996,0.0006731001564071997,100174.04013358781
2024-11-15,1.68184434057902,-0.38927782235835423,-0.0009359342743787598,100080.2838160238
2024-11-18,1.8213405406362537,-0.38684660009225064,-0.004440106429492687,99635.91670438682
2024-11-19,1.7566894393497818,-0.39476989082738156,-0.0015026060288800456,99486.20317525383
2024-11-20,1.5569005777886142,-0.39340968022200024,0.0009985827516342976,99585.54838177023
2024-11-21,1.5436871158958525,-0.3940220633635405,-0.0018259681648984175,99403.70834074116
2024-11-22,1.125662023052864,-0.38599285574905445,0.005334864689921979,99934.01367441549
2024-11-25,1.0617584136414977,-0.3856845327518495,-0.00011630335983880787,99922.39101286298
2024-11-26,0.747576512963397,-0.3819048009711155,0.003980282853100082,100320.11039245223
2024-11-27,0.7704981943036148,-0.39587563347302096,-0.0011817058945160735,100201.56152666298
2024-11-29,0.7263309631614083,-0.40235710240663647,-0.00011900454339201754,100189.63708558632
2024-12-02,0.9387419151300743,-0.401754912306587,-0.004004078124792256,99788.46995140104
2024-12-03,0.7984870399854322,-0.4149387390105289,0.0012103831788640546,99909.25223687482
2024-12-04,0.7129377113016949,-0.41700514059736343,0.0004920576600464362,99958.41334974748
2024-12-05,0.30840624094214053,0.0,0.004235226390249617,100381.75985989382
2024-12-06,0.2213675540093135,0.0,0.0,100381.75985989382
