date,AAPL,ABBV,AMD,BAC,C,CL,COP,COST,CVX,GOOGL,GS,HD,JNJ,JPM,KO,LOW,MA,META,MRK,MS,MSFT,NVDA,PEP,PFE,PG,SLB,T,TGT,V,VZ,WFC,WMT,XOM
2017-12-15,40.6686252294,68.0976486032,10.29,23.8010399281,56.573661757,60.4832509441,39.6114804062,172.3389632466,83.2048098144,53.1583376077,213.4983162487,148.1698112966,112.6954466645,84.4257146542,35.7518617761,74.0978582589,146.2576850338,178.7906690539,41.626769592,41.4044880781,79.5088079411,4.7303298233,91.5685494822,23.8968888525,73.2315591803,48.5684847187,17.2812126426,49.0375156754,107.2375936345,33.114856227,47.4179379098,28.3668926379,56.7969210653
2017-12-18,41.2413569177,68.6147574792,10.98,24.1616617452,57.254634013,60.4342435835,39.740557494,171.9633996884,83.1839617037,53.8074445473,215.8643395069,149.9146086144,112.1733422507,85.077957786,35.550617263,74.7389171318,145.9907218538,179.4257341454,41.6119663312,41.5136524534,79.0785357507,4.8868880352,90.6699150006,23.8519215885,73.2235896995,49.7496477389,17.3806338451,50.1888516926,106.9832081989,33.4795157412,48.2495536574,28.5976602745,56.7353562948
2017-12-19,40.80187301,68.426082619,10.95,24.137073894,56.5206972482,61.1366824196,39.9987116696,168.4044878754,83.281252887,53.5441322594,212.9254895651,150.9290256596,112.1575209048,84.720019482,35.7054207347,75.9526552646,144.6177683567,178.1258352862,41.6193679616,41.2719313366,78.5750257407,4.8426862688,91.10003065,23.7298675863,73.0642000832,50.3676071998,17.1953488769,50.173187257,105.654750924,33.2154519551,47.8060252587,28.8605601135,56.3933297919
2017-12-20,40.7574570831,68.069696772,10.98,24.1616617452,56.4904318146,60.867141936,41.190776539,167.6712447381,84.0109367616,53.23569489,211.846250886,152.0083653958,111.6670591827,84.4257146542,35.6667198667,77.0894663326,144.3984771732,176.5183267732,41.5305483963,40.9444382106,78.2912291896,4.8597249385,91.4149367503,23.4215206334,72.944657871,51.0637893773,17.4213061552,50.5021404048,105.6359075584,33.177728557,47.6317819592,28.8459545669,56.6874725844
2017-12-21,40.9117439869,68.4190946612,10.89,24.4403240584,57.368129389,60.9814924442,42.4815474167,167.036363485,86.7420392637,53.101311406,216.6862212702,152.6332462956,111.5879524533,85.7699718406,35.2951915348,77.5510287211,143.521312439,176.0817195227,41.8932282879,41.2329440597,78.2729197347,4.8372536494,90.8312083691,23.2801949466,73.0562306024,53.0819354648,17.5704379588,51.0817245224,105.9091363596,33.3286221491,48.7960440058,28.6443980236,57.35784453
2017-12-22,40.9117439869,68.6287333948,10.54,24.4894997607,57.1184395618,61.3817192229,42.1398727726,166.8843496638,86.8532291874,53.002631283,214.9926467275,152.6738229774,110.8443491972,85.4677128282,35.2874513612,77.9442114965,143.8264132161,175.8336472214,41.7155891573,41.1081847736,78.2820744622,4.8219435404,91.0923500134,23.2159559981,73.4228267198,52.7534000552,17.5975528322,51.2148722251,106.172943478,33.4417923432,48.7485231059,28.6882146635,57.4399308907
2017-12-26,39.8738139069,68.3072873367,10.46,24.4075402569,56.5812281154,61.6512597065,42.694144973,166.812813748,87.5481662108,52.8533713985,213.9549172283,154.4835429862,110.8206171784,85.1256828932,35.45773518,78.5425331112,144.2363923853,174.6329772827,41.7007858964,40.913248389,78.1813724602,4.8755289221,91.3150884746,23.2609232621,73.7017585482,52.8863786734,17.651782579,51.5516575907,106.4555939621,33.4606540422,48.4158768069,28.9657200492,57.4467714207
2017-12-27,39.880826948,68.5448779013,10.53,24.3665605049,56.6644580578,61.5614128786,42.2082077014,166.589264011,87.2493432908,52.57319919,212.4854922575,154.345582268,111.2003294794,85.2847665839,35.550617263,78.7305770472,144.3508051768,176.2504086877,41.7007858964,40.9912229429,78.4651690113,4.8688616165,91.629994575,23.3380100003,73.3989182773,53.1288690947,17.5749571044,51.0190667799,107.4260272905,33.4983774402,48.2733141073,28.9949311424,57.3920471803
2017-12-28,39.9930356053,68.3352391678,10.55,24.4239321576,56.8082188674,61.3735513294,41.8969041368,166.8754076744,87.2701914015,52.3624501836,212.9420932371,154.0128534772,111.1924188065,85.7381551024,35.3880736178,79.3716359202,144.7035779503,176.5480954493,41.8932282879,41.0536025859,78.4743237387,4.8745411731,91.668397758,23.3637055797,73.3750098349,52.7690445985,17.7060123258,50.7684358102,107.7369428229,33.5926859353,48.5505193565,29.0358266729,57.474133541
2017-12-29,39.5605647386,67.5805397272,10.28,24.1944455468,56.3012728546,61.6267560261,41.6767138106,166.4283082004,86.9991659623,52.2360007798,211.4975737742,153.8099700681,110.5279222797,85.062049417,35.5119163951,79.4400155333,144.3126675796,175.0993532093,41.6489744834,40.913248389,78.3095386445,4.7782356484,92.1061940439,23.2673471569,73.2235896995,52.7142886969,17.5704379588,51.1052211758,107.4260272905,33.2783242851,48.051549908,28.8459545669,57.2141933988
2018-01-02,40.2688818878,68.7684925504,10.98,24.5058916615,56.2634410626,61.3735513294,42.003202915,168.395545886,88.6600654483,53.2183390895,212.2530408496,152.5926696138,110.1402993058,85.865422055,35.2487504933,78.3117519169,144.8370595403,180.0211076687,41.6119663312,40.6949196383,78.6848824702,4.9226939354,90.6775956372,23.4086728437,72.2433435596,54.3804325599,17.4167870096,52.9692890133,107.8876897477,33.6555582653,48.384196207,28.7992168178,58.1650270768
2018-01-03,40.2618688467,69.8446380491,11.55,24.4239321576,56.4374673058,61.1366824196,42.7776654416,170.4164355084,89.3063568801,54.126295397,210.2772038832,153.3879725773,111.1924188065,85.9529180849,35.1713487575,78.6536499825,146.6581298038,183.2460475867,41.5527532876,40.8040840137,79.0510715683,5.246675598,90.4394959028,23.5821180047,72.1556792707,55.7962637298,17.0145830543,52.6090069943,108.961761587,32.9639626349,48.7564432559,29.0504322196,59.3073955963
2018-01-04,40.4488832755,69.4463244555,12.12,24.7435742228,57.1335722786,61.5287413048,43.2711954831,169.0930210654,89.0283820707,54.3365485233,213.2160538249,154.6052730316,111.1845081335,87.1778625033,35.6667198667,79.2690665005,148.5554752615,182.9086692568,42.2263016576,41.4278804442,79.7468308549,5.2743325692,90.8849728253,23.6335091635,72.6657260426,57.1808058131,17.1727531491,51.5751542441,109.3668939474,33.070845596,49.3662948041,29.0767222035,59.389481957
2018-01-05,40.9094063065,70.6552411521,11.88,24.8583175282,57.0579086946,61.6022523458,43.1876750145,167.8858524856,88.8824452958,55.0570621851,212.1285133097,156.2202249676,112.1021461942,86.6182100477,35.6589796932,80.9785568283,151.6350862306,185.4092380548,42.181891875,41.4122855335,80.7355414199,5.3190282102,91.1461144695,23.6784764275,72.7135429275,57.5719193959,17.236021187,52.1234094904,111.9861217659,32.9953988,49.6989411031,29.2490676535,59.3415982466
2018-01-08,40.7574570831,69.5231919911,12.28,24.6862025701,56.3920691554,61.6920991737,43.6280556669,168.5386177176,89.3202556206,55.251447151,209.0485321561,155.846919495,112.2445383071,86.746130609,35.6047984781,80.0981693095,152.0927373963,186.8282116187,41.9376380705,41.2407415151,80.817933967,5.4820067904,90.6238311811,23.4150967385,73.0960780065,58.5105919948,17.2857317882,52.6168392121,112.4383625403,32.9388137029,49.1366104548,29.6813918334,59.6083789188
2018-01-09,40.7527817224,70.0472888249,11.82,24.8091418259,56.9822451106,61.7819460016,43.9849158508,166.5803220215,88.8407490744,55.1810321889,210.8168232227,156.7071451493,114.024439718,87.1858575383,35.7828224705,80.8161552472,152.3123727928,186.4213730445,42.0412608967,41.5604371857,80.7630056023,5.480525167,90.6929569104,23.3894011591,72.5621227921,58.5888147114,17.1682340035,54.1519539018,112.2216638359,32.8193562759,49.3108537542,29.3250164959,59.3552793067
2018-01-10,40.7434310009,69.6629511468,11.96,25.0386284368,57.2395012962,61.1121787392,43.7723182944,165.8023689368,89.4105974336,55.0496239849,211.1405948265,155.6521514223,113.8899582781,88.1452617478,35.6589796932,80.4913520849,152.6561499351,186.3916043683,42.4113424186,42.0516768748,80.3968165041,5.5234922472,90.2321187147,23.4279445282,72.099892905,59.1363737273,16.7698247322,55.3972765328,112.0991819595,32.8702291397,49.9919866522,29.1146966247,58.8832827328
2018-01-11,40.9748613566,69.8656019225,12.14,25.128783891,57.1714040706,60.8916456163,44.9340120844,169.3433967708,92.1278011952,55.1443370678,211.804741706,157.9893682945,114.5386334589,88.6169688175,35.6357591724,81.8333019922,153.6683826321,186.3221441239,42.6333913318,42.2622081701,80.6348394179,5.5333697369,89.7712805191,23.4857595819,71.844869519,60.2706031176,16.7057128954,57.9584117549,112.9094466804,33.1373116748,49.9048650025,29.216935451,59.4647277876
2018-01-12,41.3979815019,70.6186611958,12.02,25.5631692616,58.1398979458,60.9488208704,45.594583063,171.5431261829,92.8435863293,56.0666738957,213.3820905448,159.4014368215,115.3059687338,90.080060237,35.7209010818,86.2095972314,155.0148431063,177.9869147974,43.4179641584,42.9795740652,82.026357991,5.5062066402,90.1553123488,23.4729117922,71.4145175552,60.9902521101,16.8980484057,60.1514327403,113.1449887504,32.9783339753,49.5405381036,29.4652297435,59.868319061
2018-01-16,41.1875902694,72.1318176794,11.91,25.6041490136,58.3441896226,61.6022523458,44.6758579088,171.265924509,91.7386364621,56.0691532957,214.5692530919,159.3121681215,116.1761427569,89.7602588338,36.0150276779,86.3036191994,154.976645646,177.014471376,45.9419201383,42.5741063854,80.8820170592,5.4353356515,90.5239829053,23.5114551613,71.9006558847,60.3644703775,16.8156189013,58.7103046642,113.4276392344,32.8511518158,49.5009373537,29.4126497756,59.4920899079
2018-01-17,41.8678552543,73.4479119233,12.18,25.5549733112,58.616578525,62.6314069196,45.4503204355,171.9455157095,91.9818644203,56.4856925083,210.5760699789,162.1606511846,116.2710708322,90.3359013595,36.2394927118,86.9104882658,156.9151667543,176.2305629036,45.9123136165,43.158915539,82.5207132735,5.5491737205,91.5378269359,23.8840410628,72.6816650043,60.3957594641,16.8751513211,60.1670971759,114.9256867996,32.8893064636,50.5939180505,29.9997927496,60.1966645038
2018-01-18,41.9052581401,73.060825381,12.47,25.8008518229,58.5560476578,62.5905674524,45.3743927368,171.2480405301,91.4467629122,56.3304820636,208.3511779326,160.9514660666,116.2236067946,90.5517673067,36.2859337533,86.6369698134,158.0228931019,178.4135991558,45.246166877,43.5409908527,82.4840943637,5.5422594777,91.4379786601,23.7619870606,72.4183533582,59.7386886449,17.0125338285,61.0129766988,115.9903369561,32.781201628,50.6493591003,30.4671702413,59.8067542905
2018-01-19,41.7182437112,73.6449741631,12.59,25.9975546322,59.2445862722,63.3011741819,45.3667999669,171.9455157095,91.2452311754,56.7038797149,212.6266234694,163.3860669752,116.5716764038,90.3518914297,36.5026586136,89.7055049518,159.3120573857,179.892110072,45.3571913336,44.8041786246,82.3925470892,5.6822728943,92.2982099587,23.7298675863,73.1330609928,59.7778000032,17.04001033,61.1696210549,115.6040479613,33.0101295152,50.8632031497,30.5518824117,59.6152194489
2018-01-22,41.3769423786,74.9469925327,12.65,26.1778655408,59.4640106658,63.5298751983,46.0653347948,173.8143915108,92.1208518249,57.7283678259,217.1096149059,165.9261672565,117.1887088929,91.4072360601,36.6729424324,91.5517545058,160.6967153202,183.9406500306,45.3349864423,44.7262040708,83.8664582093,5.7706764273,93.3274152624,23.7234436915,73.7915556674,62.4139055517,17.3422518462,61.5455675095,117.1397822578,33.9957912519,51.2671307985,30.8030978135,60.3676777552
2018-01-23,41.3862931001,74.1657815109,12.94,26.16147364,59.4337452322,63.1357896453,45.9134793975,172.9559605207,91.0506488089,58.3239197239,215.9224523588,166.2832420564,112.1970742695,91.3112956392,36.7271236475,91.902200023,159.6558345281,187.8899610686,45.668059812,44.3753185786,84.1319453055,5.899577668,93.1661218939,23.6527808481,71.510915575,61.9602137955,17.0308514961,61.1852854905,117.4412761074,33.8495317684,51.077047199,30.934547733,60.4018804055
2018-01-24,40.7270672384,74.2572746937,12.71,26.3008047966,60.1147174882,63.0536884884,45.9286649372,173.6892036581,91.3077755075,58.0819302766,220.5631786793,167.3544664562,112.38693042,92.4785707608,37.0212502436,91.5675733961,159.4839459569,185.1115512931,45.2831750292,44.6326346062,84.0587074859,5.8227801855,93.0432317084,23.7234436915,70.9166642833,61.1545198149,16.9530014086,60.2219227005,117.3470592794,34.4790834582,51.8611420467,30.9024155305,60.5592125968
2018-01-25,40.0000486463,76.2208591539,12.41,26.3008047966,60.1071511298,63.4724043885,45.1617951804,177.0066817551,90.7935221102,58.6199600929,223.3442937372,166.6646628655,114.2301172144,92.502555866,37.0289904172,91.2758476188,160.9927456372,186.0343802543,45.3719945945,44.2973440248,84.525598586,5.8363617339,92.8588964301,23.9161605371,70.9407555519,60.489626724,17.1499163359,59.75982185,117.978312027,34.5235972141,51.9957845963,31.1390253857,60.4497641159
2018-01-26,40.0935558608,86.7144234197,12.95,26.3909602509,60.5913980674,60.3936110053,45.8527372385,177.8651127452,91.1687881029,58.888727061,222.6054303337,168.1741154288,114.9658097975,92.9982480409,37.5630623944,92.1510249507,162.6638845237,188.5349490522,45.919715247,44.913343,86.1093664356,6.0087239293,93.5194311773,25.0596138209,70.4508997573,60.7086503304,17.3193547616,60.2689160073,119.014697135,34.7970388571,52.2175487957,31.6619039545,60.8807175095
2018-01-29,39.2636793328,86.0810090777,13.32,26.456527854,60.5006017666,60.5824436661,45.2984650381,177.3375353659,89.2855087694,58.8351720194,226.208427155,166.2994727292,113.6605487629,92.9023076199,36.9206279871,91.6705354352,160.954548177,184.545946446,45.616248399,44.7963811692,85.9812002513,6.0956458388,91.914178129,25.0660377157,69.7522529685,59.7465109166,17.0629074145,60.1514327403,117.6202880806,34.4218514864,52.1304271459,32.000752636,60.2035050338
2018-01-30,39.0322489772,81.5556155009,12.87,26.1286898384,59.486709741,61.3049338467,44.3873326538,176.9709137972,87.0269634433,58.3834253257,223.2695772132,163.7756031206,112.6717146457,92.0308487963,36.6961629532,90.2462272283,159.6558345281,185.6771561403,44.8908886159,44.3285338463,84.9009424117,5.9936607575,92.0831521341,24.2823225437,69.8245267742,58.3072129317,17.145336919,58.8199557134,116.4048909993,34.2755920029,51.7027390472,31.4691107392,59.3621198368
2018-01-31,39.1397822737,78.9797305101,13.74,26.2270412431,59.3807807234,60.9518988721,44.6530795992,174.2525489953,87.1103558861,58.623927133,222.3978844339,163.0371075117,109.3175893203,92.4785707608,36.8354860777,89.8601195818,161.3842696049,185.448929623,43.8546603543,44.2893743641,86.9790655438,6.0697174283,92.3980582345,23.7941065348,69.3346709797,57.5562748526,17.1499163359,58.9139423271,117.0455654297,34.3836968385,52.098746546,31.1390253857,59.7178273997
2018-02-01,39.2216010863,81.8793606091,13.25,26.6368387625,59.9255585282,60.2047783444,45.0630891721,173.0006704681,87.2632420312,58.5926866921,226.0008812551,162.2255738755,110.7652424678,93.4379749703,36.7271236475,89.1136447987,165.1371700756,191.6011226974,44.3061598112,44.9942450437,86.2924609847,5.9388406896,92.3980582345,23.8776171679,68.9411802595,59.0659732824,17.9329966278,58.718136882,118.449396167,34.529956322,52.1937883457,30.8235455788,60.9286012199
2018-02-02,37.519769784,81.0559219645,12.45,26.1860614912,58.5182158658,59.4658679325,43.8254676835,170.7830570771,82.4056322375,55.4988912785,215.8809431789,157.4131794128,108.9141450005,91.3672608847,36.1698311496,87.0887246974,162.86442119,188.8127900298,43.343947854,43.4513614451,84.022088576,5.7664784941,91.1461144695,23.7349868183,67.6563126018,57.6423198408,17.4338401844,57.1360288854,113.91756674,33.6905540689,51.0464970128,30.5197502091,57.8230005739
2018-02-05,36.5823599595,77.072449547,11.57,24.8009458755,55.6690428004,57.3148176221,42.4739546468,163.4327417246,78.2638075779,52.6817969133,206.8070364378,148.5999241237,103.1472644292,86.9859816614,34.7456392105,83.7252980884,157.1729996111,179.8623413958,41.7451956791,41.1566157884,80.5616015983,5.2770488789,87.9125664631,22.4772464625,65.0946077092,55.8119082731,16.7744041491,55.428605404,109.5459059206,32.1134952903,46.3378221674,29.2373832162,54.5327056164
2018-02-06,38.1112029152,78.2618609225,11.65,25.571365212,56.8467010007,57.8074245634,42.4739546468,165.4357473681,81.4327204047,53.7747164664,214.7684971557,155.0353858588,104.2864013322,89.6323382726,34.5753553917,85.9904629475,161.6516518267,183.8811126783,41.0494424178,42.5506933546,83.6101258406,5.5704103233,87.2213091696,22.8727215228,66.1546235268,55.9605314346,16.8659924873,56.9480556581,113.0319285568,32.3233458536,45.6366996862,29.4739930714,53.5955529985
2018-02-07,37.2953524694,79.9650417088,11.6,25.612344964,56.975863513,57.6103817868,42.2385787809,163.8083052828,80.1192894304,52.3356726628,213.4402033967,155.2382692678,103.9620637418,90.2399609386,34.4902134823,85.7330578499,161.1264367481,178.7906690539,41.3603108962,42.7229950763,82.0355127185,5.6499241155,87.1752253501,22.6782255915,65.7209806924,54.9443562438,16.9117866564,57.3709954196,112.7304347071,32.4378097972,45.8438495102,30.0436093895,52.6310382604
2018-02-08,36.2691107912,76.3475420223,11.22,24.3747564553,54.6053515226,56.6087476728,40.4239067822,159.7128741009,78.0414277304,49.9703249913,204.5157297036,147.0661255513,99.9592632355,86.2504384341,33.3601481393,81.5201944187,153.3819016801,170.2569818862,40.5091233957,40.561391659,77.8243380895,5.3713789056,84.6022120908,21.8029939006,64.4200521889,53.0931843847,16.2889859564,55.6949008094,107.2752803657,31.1850655255,44.1388471127,29.216935451,52.0359121455
2018-02-09,36.7109323793,78.3322402939,11.31,24.8583175282,55.9805523889,57.2737670436,39.7139827995,161.5996338812,78.8753521585,51.8824383291,206.9647713217,149.4195730963,102.4669465566,87.9773660112,33.38336866,83.3735111216,157.7555108801,174.7520519873,40.6127462218,40.8355080344,80.7263866925,5.7309195312,85.3933176601,22.1466033792,64.1791395031,51.3522951045,16.5087979682,56.7444179952,109.5930143346,31.7192305956,44.7204600801,29.027063345,52.3642575882
2018-02-12,38.1896030141,78.7756303333,11.68,25.5057976089,56.8011142317,57.6268020182,40.7751599639,161.9036615235,79.2089219297,52.2935228616,210.1692800152,149.3708810781,103.052336354,89.3365219746,34.0335432409,83.8969014868,160.6107710346,175.049738749,41.0272375264,41.8458226751,81.5960858006,5.6309099478,85.9693654047,22.4707632647,65.3114291265,52.6520540694,16.6553393094,56.2979815803,111.6186761367,31.8654900791,45.0152502142,29.0796433128,52.8064999326
2018-02-13,38.5721797022,78.7263647733,11.78,25.5549733112,57.120221615,57.7171132908,40.7064506511,164.6667362728,78.7294153836,52.2726959009,212.1368151457,149.0949596418,102.8071054929,89.8881793951,34.2038270597,82.4211122604,162.4537984922,171.8148759389,40.6349511131,41.8144950893,82.2369167224,5.7445010795,86.1306587732,22.6522928006,65.4479463151,51.9273399798,16.7606658983,57.8644251413,111.5056159431,31.8464127552,46.2103453526,29.497361946,52.723579493
2018-02-14,39.2833498646,79.5849931036,12.2,26.2270412431,58.2826842257,57.158825424,42.3783772626,167.5281729064,78.9656939716,53.1930492088,217.9896095213,149.8821472689,102.5776959778,91.9668885157,34.1341654975,83.1675870435,164.7456461079,178.1357581782,40.6349511131,43.1145898982,83.5185785661,5.961558916,83.803425885,22.8143727434,64.7894516405,51.8879533445,16.673656977,59.0157611586,113.8421932776,31.4839436004,47.4452769957,29.7076818173,52.8341400791
2018-02-15,40.6024179547,80.8658976619,12.19,26.3991562013,58.5638026348,58.4724439341,41.6378435579,171.6683140356,78.979592712,54.1183613167,222.223545878,150.3528367779,103.811760956,92.3506501995,34.6604973011,82.8072199068,166.8178583271,178.5723654286,41.441728831,43.3887062736,85.2200362287,6.0870030353,85.2320242916,23.1514990244,66.1787147954,52.1557824646,16.9438425748,59.5561841871,115.4061926225,31.6302030839,47.8197401391,30.1546115437,52.6613891633
2018-02-16,40.4709805649,83.4699344012,11.82,26.2024533919,58.366259969,58.6694867107,41.7218216069,171.7400367488,78.7058697834,54.323655643,222.1737348621,151.7324439595,105.3306101599,91.6870622879,34.8153007727,82.6356165084,167.7345973734,175.9924134942,41.6637777442,43.1850769662,84.6130297112,6.0213177287,85.3011500209,23.5080748984,66.3312928298,52.210923754,17.0079544116,59.2898887817,115.0003644999,31.890926511,47.7639690326,30.6073834888,52.8894203721
2018-02-20,40.3348489827,83.0335822989,12.02,26.1696695904,58.0927393547,57.4954401672,41.8668746006,168.6559600814,77.8917195342,54.7248225751,219.9073336358,151.521445214,103.5269767302,91.7110473932,34.0490235881,82.0693252936,167.4481164214,174.6528230668,40.6941641567,43.1224217947,85.2752186394,6.1507128439,84.087609439,23.3459949557,65.3194595493,51.683142841,16.8385159858,57.5511364291,115.151370313,31.1087562297,47.7639690326,27.490559841,52.3435274783
2018-02-21,40.1517754755,82.984316739,11.72,26.120493888,58.5030202761,56.7647398709,41.0347284789,166.5311747029,76.544160501,55.2286366703,218.6703600727,148.5593474419,102.7675521282,92.094809077,33.5459123052,81.8033400261,164.5546588066,176.5381725573,40.3758940478,43.1537493804,84.1439792204,5.9637813511,82.950875223,23.1839150129,64.4361130346,50.7299862667,16.6278628079,57.6301250874,113.6601879091,30.4982818638,47.5886884123,26.7339925262,51.7492643281
2018-02-22,40.4874102387,82.7379889393,11.84,25.9729667811,57.9483812527,56.9699927631,41.9203151772,167.2842631915,77.1266990414,55.0377228645,217.034898382,150.5151435052,102.7675521282,91.9269133403,33.6852354297,83.1332663638,165.1562688057,177.6098448993,40.3906973086,42.9657838659,84.3647088632,5.9832893933,83.9186354339,23.1709486175,64.9179384063,51.1711165821,16.7011334785,59.2651903139,113.6129985925,30.441049892,46.8556967274,27.0991311916,52.4195378813
2018-02-23,41.1915391124,83.5755034582,12.07,26.2516290943,58.5638026348,57.7171132908,43.5540699483,170.1711023976,79.0217039318,55.9397286118,221.4680788026,152.8523603774,104.436704118,93.7897565137,34.087724456,83.6480765591,167.8396403891,181.8766884831,40.6127462218,43.913443335,86.5076258113,6.0766894921,84.2412221709,23.5080748984,65.0865772864,52.3842249493,16.8156189013,59.5653472154,116.019653738,30.7081324271,47.1425195606,27.1341845035,53.5735139986
2018-02-26,42.0059815096,85.5390879184,12.42,26.5712711594,58.9968769408,58.3492921988,43.2028890162,172.8607041425,80.4324297947,56.7137973152,225.1956031637,152.9416290774,105.1407540094,94.9570316353,34.0799842824,83.6652368989,169.8545564179,183.5040427802,41.4935402441,44.6496416003,87.7584271201,6.0927503556,85.2089823818,24.0461803084,65.5523418123,52.5654034717,17.1544957528,60.7422782239,117.5863390484,31.2168610654,47.7799036345,27.201370018,54.4787287972
2018-02-27,41.8698499274,83.2306445387,12.53,26.4975076059,58.0319569959,57.4051288946,42.6226770414,170.431097233,79.7375946682,55.415087556,222.4310917779,150.1174920234,104.8223145334,93.8297316891,33.7626371655,82.1894476725,168.0019795952,180.060799237,40.5017217652,44.4225166036,86.6363847695,6.0799016648,85.1705791988,23.8581675748,64.6770257205,52.7071953588,16.884310155,59.6917290687,116.4349197239,30.5491547276,47.1743887643,26.7339925262,53.5527838887
2018-02-28,41.8064783288,81.5204258153,12.11,26.309000747,57.3557532551,56.6251679042,41.4622530919,171.1483243649,78.5514619775,54.7411866156,218.9028114806,147.9182358693,103.397297878,92.3426551644,33.4530302222,76.8697423216,167.8396403891,176.9450111316,40.1316402432,43.8742838528,86.2409108263,5.9795830402,84.2796253538,23.540490887,63.0548803026,51.7067748222,16.623283391,59.5653472154,116.0290916013,30.3583814883,46.5370046905,26.2929050184,52.3366174417
2018-03-01,41.0741843001,80.1198763257,11.9,25.8992032276,55.9653567992,56.5348566316,41.133975264,169.471805944,78.6356844171,53.1290806868,213.7826186893,145.7839024061,101.3274412836,90.687682903,33.6155738675,75.4711746244,165.6719345192,174.5833628224,39.7467554604,42.6760036976,85.3947805292,5.7376817263,83.661334108,23.0996334427,63.1994279141,51.3759270856,16.4859008836,58.5542923894,113.6318743191,30.4982818638,45.660601589,26.0212418514,51.9634754636
2018-03-02,41.3581829458,80.9644287817,11.81,26.022611121,55.9805523889,56.8714713749,41.2713938897,169.7407661185,78.3549429518,53.7603359459,214.8982379316,144.8262927154,102.5534332664,90.5997375171,33.8400389013,73.2231701052,167.1329873743,175.2581194821,40.2352630694,42.8718011086,85.5787218982,5.8446717865,84.3732137545,23.3070957694,63.841861743,51.5728602621,16.6461804755,59.3599767039,113.9810752618,30.6890551032,45.7402745982,25.9306874623,52.2053267457
2018-03-05,41.5013558168,81.400780884,11.91,26.4339707656,56.5427892071,57.52828063,41.217953313,171.6683140356,79.4147419832,54.2869605218,219.0609962985,147.4881230422,103.3256489959,91.9908736209,33.9716218522,74.0726069273,170.4848145122,179.0089726791,40.2648695912,43.4591933416,86.1213489365,5.8226807579,84.674988822,23.4173101305,64.4762651489,52.1163958293,16.8064600675,59.3520778381,115.0286780898,30.9752149622,45.8836860148,26.2841416905,52.7028493831
2018-03-06,41.4661493731,80.6266077993,11.76,26.4175163798,56.2692685928,57.1752456554,41.2713938897,171.6503833573,79.7656688147,54.5914308511,222.2330181741,147.4069696785,102.0757740523,92.0708239717,34.0025825466,74.7504403511,169.5298780057,178.3937533716,40.1908532868,44.2972062606,85.8270427462,5.9835364835,84.7910561557,23.2617133854,64.2594437317,52.4866302011,16.884310155,56.7059577854,114.254773298,31.0896789058,45.4693863668,26.0153996327,52.6406590534
2018-03-07,41.0812255888,80.7392147935,12.24,26.4751067301,56.162899465,57.2080861181,41.2790282577,167.974594306,79.8990210107,55.2926051923,220.9175865301,145.7595563971,102.7285749782,91.7270374633,33.9174406372,73.8838431891,171.1341713366,182.2934499494,40.3166810042,44.5478269466,86.3236844424,5.9756295969,84.992239534,23.294129374,63.5688273657,52.1715371187,16.9026278226,56.4215986156,115.0003644999,31.0578833659,45.0949232234,25.6298132021,51.3139320203
2018-03-08,41.5295209718,82.350902397,11.97,26.4915611159,56.307257567,58.3082416204,40.8973098533,166.477382668,79.5551127158,56.0036971338,221.7418126868,145.237179221,105.1327930225,91.7350324984,34.4050715728,73.9267440387,171.1723687969,180.9340137378,40.531328287,44.6104821181,86.8479173438,5.9593216431,86.7255117168,23.6636716435,64.2192916174,52.5732807988,16.9942161609,55.0945891563,115.3495654426,31.1659882015,45.1905308345,25.8342908547,51.2171915075
2018-03-09,42.2430382305,83.9555520634,11.7,26.9193751463,57.8268165352,58.4888641655,42.0348306986,169.0683656822,82.2712863921,57.5637356609,225.4300165998,148.6816037254,106.5180047434,94.3733940745,34.6914579954,74.8877230698,174.982565458,183.8017295418,40.8125902437,45.9497364093,88.7884987861,6.0618640796,87.0814515401,23.8387179817,64.4762651489,54.180255519,16.9667396594,55.6791052276,117.5108361418,31.1659882015,46.3935932739,26.0693617451,51.5212331193
2018-03-12,42.6514329772,83.2587962872,11.52,27.018101461,57.7584363817,58.3575023145,41.7905309197,169.7766274751,81.969489317,57.8161385886,227.6029764673,146.6818785985,105.5865692759,94.0695827415,34.4669929615,75.2309298667,174.3141099034,183.3353536152,40.9754261134,46.1377019238,89.0000313604,6.1713250418,87.2439458072,23.7349868183,64.1309569659,53.6367199519,17.1087015837,55.8212848126,117.2560138323,31.032446934,46.2262799545,25.8783666466,51.9911156101
2018-03-13,42.2406911342,84.2792971715,11.64,26.6231962022,56.9150811543,58.185089885,41.1950502088,168.0642476975,81.7378776081,56.5258587896,223.5651008515,145.5718270994,106.955859023,92.9422827953,34.4979536558,73.9095836988,172.8530570484,180.4775607033,40.9828277438,45.4484950371,86.8295232069,6.1206715491,87.901660698,23.8257515863,64.0185310459,52.8883738812,17.1224398344,56.216228104,116.2744760475,30.9370603143,45.859784112,25.9459495276,51.5005030094
