date,spread,ticker_a,ticker_b,beta,zscore,position,spread_change,gross_pnl,trade,cost,net_pnl,equity
2016-02-02,23.182840549136664,V,MA,0.5563129026427767,,0,0.5030928548149021,0.0,0.0,0.0,0.0,0.0
2016-02-03,23.810197576584805,V,MA,0.5563129026427767,,0,0.6273570274481415,0.0,0.0,0.0,0.0,0.0
2016-02-04,23.233489263492537,V,MA,0.5563129026427767,,0,-0.5767083130922686,-0.0,0.0,0.0,-0.0,0.0
2016-02-05,23.114795457055187,V,MA,0.5563129026427767,,0,-0.11869380643734928,-0.0,0.0,0.0,-0.0,0.0
2016-02-08,20.71848057158216,V,MA,0.5563129026427767,,0,-2.3963148854730285,-0.0,0.0,0.0,-0.0,0.0
2016-02-09,20.547632658298603,V,MA,0.5563129026427767,,0,-0.17084791328355564,-0.0,0.0,0.0,-0.0,0.0
2016-02-10,21.53627839954724,V,MA,0.5563129026427767,,0,0.9886457412486358,0.0,0.0,0.0,0.0,0.0
2016-02-11,20.60435840109088,V,MA,0.5563129026427767,,0,-0.9319199984563582,-0.0,0.0,0.0,-0.0,0.0
2016-02-12,20.960081127016025,V,MA,0.5563129026427767,,0,0.3557227259251441,0.0,0.0,0.0,0.0,0.0
2016-02-16,20.91635874300072,V,MA,0.5563129026427767,-0.5624977598645471,0,-0.04372238401530382,-0.0,0.0,0.0,-0.0,0.0
2016-02-17,21.37083974863308,V,MA,0.5563129026427767,-0.0917133235711154,0,0.4544810056323598,0.0,0.0,0.0,0.0,0.0
2016-02-18,21.24819418090845,V,MA,0.5563129026427767,-0.2276457795618994,0,-0.12264556772463209,-0.0,0.0,0.0,-0.0,0.0
2016-02-19,21.125476924345,V,MA,0.5563129026427767,-0.3659044037004266,0,-0.12271725656344756,-0.0,0.0,0.0,-0.0,0.0
2016-02-22,22.009847726677364,V,MA,0.5563129026427767,0.5581757232476615,0,0.8843708023323629,0.0,0.0,0.0,0.0,0.0
2016-02-23,22.005837581176834,V,MA,0.5563129026427767,0.5091047443289397,0,-0.004010145500529916,-0.0,0.0,0.0,-0.0,0.0
2016-02-24,21.61682921742087,V,MA,0.5563129026427767,0.0571651459523278,0,-0.3890083637559627,-0.0,0.0,0.0,-0.0,0.0
2016-02-25,22.414562757377112,V,MA,0.5563129026427767,0.9108441689615612,0,0.7977335399562406,0.0,0.0,0.0,0.0,0.0
2016-02-26,21.833672967913287,V,MA,0.5563129026427767,0.2426636024633131,0,-0.580889789463825,-0.0,0.0,0.0,-0.0,0.0
2016-02-29,21.857537329448988,V,MA,0.5563129026427767,0.2408074293313165,0,0.023864361535700596,0.0,0.0,0.0,0.0,0.0
2016-03-01,22.28654024767438,V,MA,0.5563129026427767,0.6697469214538116,0,0.42900291822539316,0.0,0.0,0.0,0.0,0.0
2016-03-02,22.08012778133034,V,MA,0.5563129026427767,0.3963565382937516,0,-0.20641246634404098,-0.0,0.0,0.0,-0.0,0.0
2016-03-03,21.795796676994165,V,MA,0.5563129026427767,0.037142809040233,0,-0.28433110433617514,-0.0,0.0,0.0,-0.0,0.0
2016-03-04,21.62425273411045,V,MA,0.5563129026427767,-0.175472304701484,0,-0.17154394288371577,-0.0,0.0,0.0,-0.0,0.0
2016-03-07,20.71665018891765,V,MA,0.5563129026427767,-1.191888898999489,0,-0.9076025451927983,-0.0,0.0,0.0,-0.0,0.0
2016-03-08,20.24746154585285,V,MA,0.5563129026427767,-1.6267667611917611,0,-0.46918864306480046,-0.0,0.0,0.0,-0.0,0.0
2016-03-09,20.13057462775697,V,MA,0.5563129026427767,-1.640977334397569,0,-0.11688691809587937,-0.0,0.0,0.0,-0.0,0.0
2016-03-10,19.85438926997288,V,MA,0.5563129026427767,-1.7705711381120666,0,-0.27618535778409026,-0.0,0.0,0.0,-0.0,0.0
2016-03-11,20.281703424757826,V,MA,0.5563129026427767,-1.3078313372481385,0,0.42731415478494483,0.0,0.0,0.0,0.0,0.0
2016-03-14,19.999681754341907,V,MA,0.5563129026427767,-1.4655112505864631,0,-0.28202167041591863,-0.0,0.0,0.0,-0.0,0.0
2016-03-15,20.13398202492612,V,MA,0.5563129026427767,-1.2474019908837106,0,0.13430027058421246,0.0,0.0,0.0,0.0,0.0
2016-03-16,20.221759069090417,V,MA,0.5563129026427767,-1.1017136599726685,0,0.08777704416429799,0.0,0.0,0.0,0.0,0.0
2016-03-17,20.205425757591264,V,MA,0.5563129026427767,-1.0998899677821,0,-0.01633331149915307,-0.0,0.0,0.0,-0.0,0.0
2016-03-18,20.329825803519626,V,MA,0.5563129026427767,-0.9293270781759456,0,0.12440004592836118,0.0,0.0,0.0,0.0,0.0
2016-03-21,20.29958809593965,V,MA,0.5563129026427767,-0.9363275687545408,0,-0.030237707579974682,-0.0,0.0,0.0,-0.0,0.0
2016-03-22,19.85478889968321,V,MA,0.5563129026427767,-1.4182642420794782,0,-0.44479919625644015,-0.0,0.0,0.0,-0.0,0.0
2016-03-23,20.54497481650735,V,MA,0.5563129026427767,-0.5661008141108779,0,0.690185916824138,0.0,0.0,0.0,0.0,0.0
2016-03-24,20.874092591219394,V,MA,0.5563129026427767,-0.1335841150564181,0,0.32911777471204573,0.0,0.0,0.0,0.0,0.0
2016-03-28,21.16892069452289,V,MA,0.5563129026427767,0.2103314630860437,0,0.2948281033034945,0.0,0.0,0.0,0.0,0.0
2016-03-29,21.57240035827165,V,MA,0.5563129026427767,0.6825198230154842,0,0.40347966374876165,0.0,0.0,0.0,0.0,0.0
2016-03-30,22.335826304448368,V,MA,0.5563129026427767,1.5043023018434216,0,0.7634259461767172,0.0,0.0,0.0,0.0,0.0
2016-03-31,21.69560685563271,V,MA,0.5563129026427767,0.7265442152065712,0,-0.6402194488156567,-0.0,0.0,0.0,-0.0,0.0
2016-04-01,22.011291553113075,V,MA,0.5563129026427767,1.0480751982395793,0,0.3156846974803642,0.0,0.0,0.0,0.0,0.0
2016-04-04,22.66372663452476,V,MA,0.5563129026427767,1.6554043617764165,0,0.652435081411685,0.0,0.0,0.0,0.0,0.0
2016-04-05,22.229979392796515,V,MA,0.5563129026427767,1.1610916152263142,0,-0.43374724172824486,-0.0,0.0,0.0,-0.0,0.0
2016-04-06,23.074826959408604,V,MA,0.5563129026427767,1.9302901397068817,0,0.8448475666120885,0.0,0.0,0.0,0.0,0.0
2016-04-07,23.13897289769212,V,MA,0.5563129026427767,1.8302865685352403,0,0.06414593828351656,0.0,0.0,0.0,0.0,0.0
2016-04-08,23.41079451640116,V,MA,0.5563129026427767,1.9600038782124372,0,0.27182161870904054,0.0,0.0,0.0,0.0,0.0
2016-04-11,23.383231945054305,V,MA,0.5563129026427767,1.7848227780246115,0,-0.02756257134685569,-0.0,0.0,0.0,-0.0,0.0
2016-04-12,23.829955176420142,V,MA,0.5563129026427767,1.9717410388183487,0,0.44672323136583714,0.0,0.0,0.0,0.0,0.0
2016-04-13,23.945938628498222,V,MA,0.5563129026427767,1.9034997117444,0,0.11598345207807981,0.0,0.0,0.0,0.0,0.0
2016-04-14,24.3025020789896,V,MA,0.5563129026427767,1.9745391880800125,0,0.35656345049137883,0.0,0.0,0.0,0.0,0.0
2016-04-15,23.80246880736886,V,MA,0.5563129026427767,1.5068901695046266,0,-0.5000332716207403,-0.0,0.0,0.0,-0.0,0.0
2016-04-18,24.55787967940184,V,MA,0.5563129026427767,1.8348473561766017,0,0.7554108720329786,0.0,0.0,0.0,0.0,0.0
2016-04-19,24.13213268409821,V,MA,0.5563129026427767,1.442900323585179,0,-0.4257469953036299,-0.0,0.0,0.0,-0.0,0.0
2016-04-20,24.15816280791644,V,MA,0.5563129026427767,1.355105234767174,0,0.026030123818230777,0.0,0.0,0.0,0.0,0.0
2016-04-21,24.012024715476144,V,MA,0.5563129026427767,1.182894677395662,0,-0.14613809244029596,-0.0,0.0,0.0,-0.0,0.0
2016-04-22,22.496241567443896,V,MA,0.5563129026427767,0.2140791807377952,0,-1.5157831480322486,-0.0,0.0,0.0,-0.0,0.0
2016-04-25,21.840277645502432,V,MA,0.5563129026427767,-0.236543842166734,0,-0.6559639219414635,-0.0,0.0,0.0,-0.0,0.0
2016-04-26,22.05103450242374,V,MA,0.5563129026427767,-0.1503142153833795,0,0.2107568569213072,0.0,0.0,0.0,0.0,0.0
2016-04-27,21.68292331247015,V,MA,0.5563129026427767,-0.4459042633178489,0,-0.3681111899535878,-0.0,0.0,0.0,-0.0,0.0
2016-04-28,21.307437743491484,V,MA,0.5563129026427767,-0.7522680379597083,0,-0.375485568978668,-0.0,0.0,0.0,-0.0,0.0
2016-04-29,20.99772304405908,V,MA,0.5563129026427767,-1.0169709175610917,0,-0.3097146994324049,-0.0,0.0,0.0,-0.0,0.0
2016-05-02,21.72370739834636,V,MA,0.5563129026427767,-0.5402491679151415,0,0.7259843542872808,0.0,0.0,0.0,0.0,0.0
2016-05-03,21.234384978554267,V,MA,0.5563129026427767,-0.9652526345632416,0,-0.48932241979209223,-0.0,0.0,0.0,-0.0,0.0
2016-05-04,21.22762475326521,V,MA,0.5563129026427767,-1.0685598830287215,0,-0.006760225289056621,-0.0,0.0,0.0,-0.0,0.0
2016-05-05,21.5288891709585,V,MA,0.5563129026427767,-0.8766961546227412,0,0.3012644176932895,0.0,0.0,0.0,0.0,0.0
2016-05-06,21.606854496168857,V,MA,0.5563129026427767,-0.8518956866667202,0,0.07796532521035715,0.0,0.0,0.0,0.0,0.0
2016-05-09,22.05105078370667,V,MA,0.5563129026427767,-0.4969707301857378,0,0.4441962875378138,0.0,0.0,0.0,0.0,0.0
2016-05-10,22.48033550042068,V,MA,0.5563129026427767,-0.1379608232663733,0,0.42928471671400814,0.0,0.0,0.0,0.0,0.0
2016-05-11,21.487947476416466,V,MA,0.5563129026427767,-1.006608884475115,0,-0.9923880240042138,-0.0,0.0,0.0,-0.0,0.0
2016-05-12,22.331512492387127,V,MA,0.5563129026427767,-0.2665589532527557,0,0.8435650159706611,0.0,0.0,0.0,0.0,0.0
2016-05-13,21.60051956427676,V,MA,0.5563129026427767,-0.9129270258619911,0,-0.7309929281103678,-0.0,0.0,0.0,-0.0,0.0
2016-05-16,22.090308020220697,V,MA,0.5563129026427767,-0.4509383840596521,0,0.4897884559439376,0.0,0.0,0.0,0.0,0.0
2016-05-17,21.43738094710362,V,MA,0.5563129026427767,-0.9992858500290916,0,-0.6529270731170769,-0.0,0.0,0.0,-0.0,0.0
2016-05-18,22.0181479820848,V,MA,0.5563129026427767,-0.4529974512523615,0,0.5807670349811787,0.0,0.0,0.0,0.0,0.0
2016-05-19,21.99322896025852,V,MA,0.5563129026427767,-0.4420001175212785,0,-0.024919021826278254,-0.0,0.0,0.0,-0.0,0.0
2016-05-20,22.32574013083355,V,MA,0.5563129026427767,-0.115827086207674,0,0.33251117057503166,0.0,0.0,0.0,0.0,0.0
2016-05-23,22.10152462386772,V,MA,0.5563129026427767,-0.2821138422193769,0,-0.22421550696583026,-0.0,0.0,0.0,-0.0,0.0
2016-05-24,23.389861502279807,V,MA,0.5563129026427767,0.9163496815494596,0,1.2883368784120854,0.0,0.0,0.0,0.0,0.0
2016-05-25,23.10734407335428,V,MA,0.5563129026427767,0.7014063133000875,0,-0.28251742892552656,-0.0,0.0,0.0,-0.0,0.0
2016-05-26,23.088130685335287,V,MA,0.5563129026427767,0.7614189594949722,0,-0.019213388018993527,-0.0,0.0,0.0,-0.0,0.0
2016-05-27,23.28374577649148,V,MA,0.5563129026427767,0.99707522328598,0,0.19561509115619202,0.0,0.0,0.0,0.0,0.0
2016-05-31,23.28392371703719,V,MA,0.5563129026427767,1.1293579524429354,0,0.00017794054571140805,0.0,0.0,0.0,0.0,0.0
2016-06-01,23.27744511241646,V,MA,0.5563129026427767,1.2202253539544776,0,-0.006478604620731687,-0.0,0.0,0.0,-0.0,0.0
2016-06-02,23.71135625235792,V,MA,0.5563129026427767,1.8155208207091271,0,0.43391113994146124,0.0,0.0,0.0,0.0,0.0
2016-06-03,24.147780968507263,V,MA,0.5563129026427767,2.3135291742248367,-1,0.4364247161493431,0.0,1.0,0.0005,-0.0005,-0.0005
2016-06-06,24.387111379831047,V,MA,0.5563129026427767,2.283422345156615,-1,0.23933041132378463,-0.23933041132378463,0.0,0.0,-0.23933041132378463,-0.23983041132378463
2016-06-07,24.422056944868864,V,MA,0.5563129026427767,2.060971424125606,-1,0.034945565037816095,-0.034945565037816095,0.0,0.0,-0.034945565037816095,-0.2747759763616007
2016-06-08,24.71371673344869,V,MA,0.5563129026427767,2.0864301639498763,-1,0.29165978857982466,-0.29165978857982466,0.0,0.0,-0.29165978857982466,-0.5664357649414253
2016-06-09,24.85889875074025,V,MA,0.5563129026427767,1.9867693885496789,-1,0.14518201729156033,-0.14518201729156033,0.0,0.0,-0.14518201729156033,-0.7116177822329857
2016-06-10,24.80148101233778,V,MA,0.5563129026427767,1.768795604437848,-1,-0.05741773840246722,0.05741773840246722,0.0,0.0,0.05741773840246722,-0.6542000438305184
2016-06-13,23.677361598579267,V,MA,0.5563129026427767,0.7723083912696953,-1,-1.124119413758514,1.124119413758514,0.0,0.0,1.124119413758514,0.46991936992799554
2016-06-14,23.87775917390364,V,MA,0.5563129026427767,0.8836597973653566,-1,0.20039757532437363,-0.20039757532437363,0.0,0.0,-0.20039757532437363,0.2695217946036219
2016-06-15,23.90873971062861,V,MA,0.5563129026427767,0.8527086606485823,-1,0.030980536724968033,-0.030980536724968033,0.0,0.0,-0.030980536724968033,0.23854125787865388
2016-06-16,23.688444746878112,V,MA,0.5563129026427767,0.6077543311622124,-1,-0.22029496375049717,0.22029496375049717,0.0,0.0,0.22029496375049717,0.45883622162915105
2016-06-17,22.83516458363416,V,MA,0.5563129026427767,-0.2180254342816493,0,-0.8532801632439515,0.8532801632439515,1.0,0.0005,0.8527801632439516,1.3116163848731026
2016-06-20,22.6055048345305,V,MA,0.5563129026427767,-0.4808351843335918,0,-0.22965974910366072,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-06-21,22.197636049093266,V,MA,0.5563129026427767,-0.8867964818736831,0,-0.40786878543723404,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-06-22,22.00263823080919,V,MA,0.5563129026427767,-1.047917733769019,0,-0.19499781828407592,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-06-23,22.721819525060404,V,MA,0.5563129026427767,-0.4101679049167873,0,0.7191812942512144,0.0,0.0,0.0,0.0,1.3116163848731026
2016-06-24,21.981445088175064,V,MA,0.5563129026427767,-1.129968699483344,0,-0.7403744368853395,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-06-27,21.64624791991773,V,MA,0.5563129026427767,-1.4682024742974422,0,-0.33519716825733425,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-06-28,22.634594586835377,V,MA,0.5563129026427767,-0.5085725890300882,0,0.9883466669176464,0.0,0.0,0.0,0.0,1.3116163848731026
2016-06-29,23.2104679247933,V,MA,0.5563129026427767,0.014779350960414,0,0.5758733379579226,0.0,0.0,0.0,0.0,1.3116163848731026
2016-06-30,22.949482796115845,V,MA,0.5563129026427767,-0.3057184446045097,0,-0.26098512867745427,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-01,22.824131439659773,V,MA,0.5563129026427767,-0.4881781311582128,0,-0.12535135645607198,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-05,23.321104743235978,V,MA,0.5563129026427767,0.0375849651903731,0,0.49697330357620473,0.0,0.0,0.0,0.0,1.3116163848731026
2016-07-06,23.392341631688417,V,MA,0.5563129026427767,0.0726385139714266,0,0.07123688845243947,0.0,0.0,0.0,0.0,1.3116163848731026
2016-07-07,23.29671281007534,V,MA,0.5563129026427767,-0.0379934901026417,0,-0.09562882161307584,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-08,24.682725097279096,V,MA,0.5563129026427767,1.4950739543944385,0,1.386012287203755,0.0,0.0,0.0,0.0,1.3116163848731026
2016-07-11,24.67607295354437,V,MA,0.5563129026427767,1.3801098068363842,0,-0.0066521437347262236,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-12,24.913880023921067,V,MA,0.5563129026427767,1.518197841960364,0,0.23780707037669657,0.0,0.0,0.0,0.0,1.3116163848731026
2016-07-13,24.71655126813369,V,MA,0.5563129026427767,1.2241676880868522,0,-0.19732875578737819,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-14,24.76696740906469,V,MA,0.5563129026427767,1.1948926734861258,0,0.05041614093100222,0.0,0.0,0.0,0.0,1.3116163848731026
2016-07-15,25.189379979032807,V,MA,0.5563129026427767,1.5076742120487183,0,0.4224125699681167,0.0,0.0,0.0,0.0,1.3116163848731026
2016-07-18,24.846579502512057,V,MA,0.5563129026427767,1.1309932485763128,0,-0.3428004765207504,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-19,24.818780159576427,V,MA,0.5563129026427767,1.0773082634840836,0,-0.027799342935630023,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-20,24.931770245442145,V,MA,0.5563129026427767,1.1498959741126884,0,0.11299008586571802,0.0,0.0,0.0,0.0,1.3116163848731026
2016-07-21,24.841977989156582,V,MA,0.5563129026427767,1.0584669277631211,0,-0.08979225628556264,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-22,25.255187532413736,V,MA,0.5563129026427767,1.4052719161753415,0,0.4132095432571532,0.0,0.0,0.0,0.0,1.3116163848731026
2016-07-25,24.69798365699176,V,MA,0.5563129026427767,0.9053888396382184,0,-0.5572038754219761,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-26,24.0525821872862,V,MA,0.5563129026427767,0.3058236943944417,0,-0.6454014697055612,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-27,23.92168630069554,V,MA,0.5563129026427767,0.1854611417387017,0,-0.13089588659065754,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-28,23.349075433364128,V,MA,0.5563129026427767,-0.3175874107145158,0,-0.572610867331413,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-07-29,22.69123732850141,V,MA,0.5563129026427767,-0.8724333302056598,0,-0.6578381048627193,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-01,22.97630771009509,V,MA,0.5563129026427767,-0.6232854914412579,0,0.28507038159368037,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-02,22.90034869880308,V,MA,0.5563129026427767,-0.7056744437608208,0,-0.0759590112920101,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-03,23.390465684596748,V,MA,0.5563129026427767,-0.3077217143381864,0,0.49011698579366936,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-04,23.671919478580666,V,MA,0.5563129026427767,-0.1016246168789174,0,0.2814537939839177,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-05,23.777272494810298,V,MA,0.5563129026427767,-0.0335280064619997,0,0.10535301622963189,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-08,23.65274213102684,V,MA,0.5563129026427767,-0.2273081168618138,0,-0.12453036378345672,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-09,23.797309704946684,V,MA,0.5563129026427767,-0.1673155890634628,0,0.14456757391984354,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-10,23.658615191111195,V,MA,0.5563129026427767,-0.3884396817757427,0,-0.13869451383548892,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-11,23.942575583740364,V,MA,0.5563129026427767,-0.0682035998826839,0,0.2839603926291687,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-12,24.064849475049243,V,MA,0.5563129026427767,0.040104767953268,0,0.122273891308879,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-15,24.726179104358565,V,MA,0.5563129026427767,0.8442811056849622,0,0.6613296293093214,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-16,25.06392988903194,V,MA,0.5563129026427767,1.2111261860804028,0,0.33775078467337494,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-17,25.23814159417134,V,MA,0.5563129026427767,1.3419101420705817,0,0.174211705139399,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-18,24.87414153126201,V,MA,0.5563129026427767,0.80652224189383,0,-0.36400006290933007,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-19,25.08714802584246,V,MA,0.5563129026427767,1.0568541123158433,0,0.2130064945804513,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-22,25.338432621638248,V,MA,0.5563129026427767,1.3214352867048649,0,0.2512845957957879,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-23,24.8329084505112,V,MA,0.5563129026427767,0.6801682446119625,0,-0.5055241711270462,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-24,24.75617053025013,V,MA,0.5563129026427767,0.5795186182206467,0,-0.07673792026107051,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-25,24.75264665007134,V,MA,0.5563129026427767,0.575829125972126,0,-0.0035238801787897955,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-26,24.523570690519165,V,MA,0.5563129026427767,0.3175552273886992,0,-0.2290759595521763,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-08-29,24.640742374026843,V,MA,0.5563129026427767,0.482732519489863,0,0.11717168350767793,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-30,24.75791405757888,V,MA,0.5563129026427767,0.6409315969488002,0,0.11717168355203711,0.0,0.0,0.0,0.0,1.3116163848731026
2016-08-31,24.74758470742384,V,MA,0.5563129026427767,0.6394504212331881,0,-0.010329350155039663,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-09-01,24.600744492612407,V,MA,0.5563129026427767,0.458229328067809,0,-0.1468402148114336,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-09-02,25.112395961402186,V,MA,0.5563129026427767,1.158169040997331,0,0.5116514687897791,0.0,0.0,0.0,0.0,1.3116163848731026
2016-09-06,25.13422928840896,V,MA,0.5563129026427767,1.1476129206975243,0,0.02183332700677454,0.0,0.0,0.0,0.0,1.3116163848731026
2016-09-07,25.387184965273327,V,MA,0.5563129026427767,1.3767570169377603,0,0.25295567686436726,0.0,0.0,0.0,0.0,1.3116163848731026
2016-09-08,24.919624158864465,V,MA,0.5563129026427767,0.7315110029634276,0,-0.4675608064088621,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-09-09,24.35021051529032,V,MA,0.5563129026427767,-0.0376789039783399,0,-0.5694136435741441,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-09-12,24.85130221710852,V,MA,0.5563129026427767,0.5751472134903258,0,0.5010917018181971,0.0,0.0,0.0,0.0,1.3116163848731026
2016-09-13,24.22136501066535,V,MA,0.5563129026427767,-0.4234950030264826,0,-0.6299372064431665,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-09-14,24.205283672084448,V,MA,0.5563129026427767,-0.5816377500257564,0,-0.016081338580903548,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-09-15,24.29135803358988,V,MA,0.5563129026427767,-0.5198309345623081,0,0.0860743615054318,0.0,0.0,0.0,0.0,1.3116163848731026
2016-09-16,24.405187554804748,V,MA,0.5563129026427767,-0.3691256753355589,0,0.11382952121486767,0.0,0.0,0.0,0.0,1.3116163848731026
2016-09-19,24.64781388161408,V,MA,0.5563129026427767,0.0594611027271112,0,0.24262632680933294,0.0,0.0,0.0,0.0,1.3116163848731026
2016-09-20,24.19410630543905,V,MA,0.5563129026427767,-0.9867729928670852,0,-0.4537075761750309,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-09-21,24.48032684010176,V,MA,0.5563129026427767,-0.4265872613138319,0,0.2862205346627107,0.0,0.0,0.0,0.0,1.3116163848731026
2016-09-22,24.15906109489065,V,MA,0.5563129026427767,-1.3299111875593324,0,-0.32126574521111095,-0.0,0.0,0.0,-0.0,1.3116163848731026
2016-09-23,23.63522747703561,V,MA,0.5563129026427767,-2.499149974099475,1,-0.5238336178550398,-0.0,1.0,0.0005,-0.0005,1.3111163848731027
2016-09-26,23.216443966218307,V,MA,0.5563129026427767,-2.9679255371057103,1,-0.4187835108173026,-0.4187835108173026,0.0,0.0,-0.4187835108173026,0.8923328740558001
2016-09-27,23.39080892386702,V,MA,0.5563129026427767,-2.2699527405627022,1,0.17436495764871296,0.17436495764871296,0.0,0.0,0.17436495764871296,1.066697831704513
2016-09-28,24.1155274597326,V,MA,0.5563129026427767,-0.8440385655911887,1,0.7247185358655805,0.7247185358655805,0.0,0.0,0.7247185358655805,1.7914163675700936
2016-09-29,23.608199188625825,V,MA,0.5563129026427767,-1.6629927981699328,1,-0.5073282711067755,-0.5073282711067755,0.0,0.0,-0.5073282711067755,1.2840880964633181
2016-09-30,23.72679966292072,V,MA,0.5563129026427767,-1.339417868018104,1,0.11860047429489384,0.11860047429489384,0.0,0.0,0.11860047429489384,1.402688570758212
2016-10-03,23.818371848861474,V,MA,0.5563129026427767,-1.0987191011056303,1,0.09157218594075545,0.09157218594075545,0.0,0.0,0.09157218594075545,1.4942607566989674
2016-10-04,24.043863355583863,V,MA,0.5563129026427767,-0.6412181109145104,1,0.22549150672238838,0.22549150672238838,0.0,0.0,0.22549150672238838,1.7197522634213558
